Gene1	Gene2	Chromosome1	Chromosome2	Breakpoint1	Breakpoint2	FusionStrand1	FusionStrand2	GeneStrand1	GeneStrand2	type	site1	site2	transcript_id1	transcript_id2	reading_frame	5p_role	3p_role
ITPR2	ETFBKMT	12	12	26550247	31661841	-	+	-	+	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000381340	ENST00000412352	out-of-frame	['Cancer']	[]
NFIB	AC092825.1	9	3	14306989	83917233	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000380934	.	out-of-frame	['Cancer']	[]
NFIB	AC023503.1	9	3	14306989	83917233	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000380934	.	out-of-frame	['Cancer']	[]
LSM12	AC091152.3	17	17	44063801	44597800	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000591247	.	out-of-frame	[]	[]
LSM12	SMCO4P1	17	17	44063801	44597800	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000591247	.	out-of-frame	[]	[]
RBM39	RBM12	20	20	35724570	35655344	-	-	-	-	deletion/read-through	CDS/splice-site	5'UTR/splice-site	ENST00000253363	ENST00000374114	out-of-frame	[]	[]
RBM39	AL109827.1	20	20	35724570	35655344	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000253363	ENST00000541176	out-of-frame	[]	[]
RBM39	CPNE1	20	20	35724570	35655344	-	-	-	-	deletion/read-through	CDS/splice-site	5'UTR/splice-site	ENST00000253363	ENST00000352393	out-of-frame	[]	[]
AC016831.6	PODXL	7	7	131052425	131511433	-	-	-	-	duplication	exon/splice-site	CDS/splice-site	ENST00000642963	ENST00000378555	.	[]	[]
NOB1	NQO1	16	16	69754594	69718534	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000268802	ENST00000561500	in-frame	[]	[]
ATXN1	AL133405.1	6	6	16753233	16956996	-	-	-	.	duplication	5'UTR/splice-site	intergenic	ENST00000436367	.	.	[]	[]
ATXN1	AL133405.2	6	6	16753233	16956996	-	-	-	.	duplication	5'UTR/splice-site	intergenic	ENST00000436367	.	.	[]	[]
AC112229.3	MALL	2	2	110423661	110091770	-	-	-	-	deletion/read-through	3'UTR/splice-site	CDS/splice-site	ENST00000603767	ENST00000272462	.	[]	[]
AC112229.1	MALL	2	2	110423661	110091770	-	-	-	-	deletion/read-through	exon/splice-site	CDS/splice-site	ENST00000490013	ENST00000272462	.	[]	[]
BRD4	ILVBL	19	19	15331836	15125069	-	-	-	-	deletion/read-through	5'UTR/splice-site	5'UTR/splice-site	ENST00000594841	ENST00000263383	.	['Kinases', 'Cancer']	[]
GPBP1	AC010625.1	5	5	57176400	109451538	+	+	+	.	deletion	5'UTR/splice-site	intergenic	ENST00000424459	.	.	[]	[]
TRAF3	AMN	14	14	102794750	102928226	+	+	+	+	deletion/read-through	intron	intron	.	ENST00000299155	.	[]	[]
MYO10	BASP1	5	5	16935788	16994319	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000513610	.	out-of-frame	[]	[]
MYO10	RNU6-660P	5	5	16935788	16994319	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000513610	.	out-of-frame	[]	[]
GPBP1	AC091917.3	5	5	57176400	109451538	+	+	+	.	deletion	5'UTR/splice-site	intergenic	ENST00000424459	.	.	[]	[]
DOCK4	IMMP2L	7	7	112206102	110963565	-	-	-	-	deletion	CDS/splice-site	CDS/splice-site	ENST00000437633	ENST00000405709	out-of-frame	[]	[]
LRIG1	AC098969.2	3	3	66462438	66640093	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000273261	.	out-of-frame	[]	[]
LRIG1	RPL21P41	3	3	66462438	66640093	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000273261	.	out-of-frame	[]	[]
HUNK	KRTAP19-8	21	21	31990176	31004459	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000270112	.	out-of-frame	['Kinases']	[]
HUNK	KRTAP11-1	21	21	31990176	31004459	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000270112	.	out-of-frame	['Kinases']	[]
LRIG1	AC104440.1	3	3	66462438	66605729	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000273261	.	out-of-frame	[]	[]
PRMT3	HTATIP2	11	11	20464546	20274385	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000331079	.	out-of-frame	[]	[]
PRMT3	DBX1	11	11	20464546	20274385	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000331079	.	out-of-frame	[]	[]
WDR35	AC019055.1	2	2	19930396	19674342	-	-	-	.	deletion/read-through	CDS/splice-site	intergenic	ENST00000281405	.	out-of-frame	[]	[]
WDR35	LINC01808	2	2	19930396	19674342	-	-	-	.	deletion/read-through	CDS/splice-site	intergenic	ENST00000281405	.	out-of-frame	[]	[]
DIS3L2	RPL23AP26	2	2	232333839	231574380	+	+	+	.	duplication	intron	intergenic	.	.	.	[]	[]
DIS3L2	RPL21P35	2	2	232333839	231574380	+	+	+	.	duplication	intron	intergenic	.	.	.	[]	[]
PPP1R12B	NAV1	1	1	202567729	201782880	+	+	+	+	duplication	intron	intron	ENST00000465284	.	.	[]	[]
CLK1	APTX	2	9	200860426	32874115	-	+	-	.	translocation	exon	intergenic	ENST00000473565	.	.	['Kinases']	[]
CLK1	AL157884.3	2	9	200860426	32874115	-	+	-	.	translocation	exon	intergenic	ENST00000473565	.	.	['Kinases']	[]
CLK1	APTX	2	9	200861238	32876771	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000621181	.	out-of-frame	['Kinases']	[]
CLK1	AL157884.3	2	9	200861238	32876771	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000621181	.	out-of-frame	['Kinases']	[]
BAK1	ITPR3	6	6	33577535	33599342	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000442998	.	out-of-frame	[]	[]
BAK1	LINC00336	6	6	33577535	33599342	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000442998	.	out-of-frame	[]	[]
CTCF	AC130462.2	16	16	67629533	68121987	+	+	+	+	deletion	CDS/splice-site	exon/splice-site	ENST00000646076	ENST00000548144	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
EIF5	AL138976.2	14	14	103341244	103332016	+	-	+	-	inversion	3'UTR	exon	ENST00000216554	ENST00000563989	stop-codon	[]	[]
BAK1	GGNBP1	6	6	33577535	33588592	-	+	-	+	inversion	CDS/splice-site	intron	ENST00000442998	.	out-of-frame	[]	[]
AL589666.1	SNX14	6	6	85612832	85543760	-	-	-	-	deletion/read-through	3'UTR/splice-site	CDS/splice-site	ENST00000503906	ENST00000346348	.	[]	[]
USP4	AC126121.3	3	3	49284134	59679814	-	+	-	+	inversion	CDS	intron	ENST00000265560	.	stop-codon	[]	[]
MPI	ULK3	15	15	74878314	74842849	+	-	+	-	inversion	intergenic	intron	.	ENST00000565790	.	[]	['Kinases']
ZNF316	RSPH10B2	7	7	6644593	6763928	+	+	+	+	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000382252	ENST00000485129	out-of-frame	[]	[]
TEAD1	USP47	11	11	12862314	11880177	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000334310	ENST00000527733	in-frame	[]	[]
EHMT1	DHRS11	9	17	137619049	36598163	+	+	+	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000460843	ENST00000618403	in-frame	[]	[]
ZMYND8	CELA3B	20	1	47347856	21978369	-	+	-	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000446994	ENST00000337107	in-frame	[]	[]
INTS3	AC074139.1	1	19	153741368	32164945	+	-	+	-	translocation	CDS/splice-site	exon/splice-site	ENST00000318967	ENST00000651770	out-of-frame	[]	[]
CDC73	AL136456.1	1	1	193212477	193886321	+	+	+	+	deletion	CDS/splice-site	exon/splice-site	ENST00000367435	ENST00000656143	stop-codon	['Cancer', 'Tumour Suppressor']	[]
ZNF558	CAPN1	19	11	8821180	65204683	-	+	-	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000601372	ENST00000533820	in-frame	[]	[]
ELL	CRLF1	19	19	18521921	18599846	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000594635	ENST00000392386	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
GABPB1	ORC4	15	2	50309691	147939248	-	-	-	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000380877	ENST00000264169	in-frame	[]	[]
SGPL1	COL13A1	10	10	70816880	69937635	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000373202	ENST00000673842	in-frame	[]	[]
ZC3H15	MBD5	2	2	186486457	148458203	+	+	+	+	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000421536	ENST00000407073	out-of-frame	[]	[]
NCOA6	TTC3	20	21	34776293	37161990	-	+	-	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000359003	ENST00000355666	out-of-frame	[]	[]
TGFBRAP1	SMIM9	2	X	105296356	154823782	-	-	-	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000393359	ENST00000369529	out-of-frame	[]	[]
EHMT1	DHRS11	9	17	137646438	36598163	+	+	+	+	translocation	exon/splice-site	CDS/splice-site	ENST00000637593	ENST00000618403	.	[]	[]
EHMT1	DHRS11	9	17	137619049	36598163	+	+	+	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000371394	ENST00000618403	in-frame	[]	[]
SLIT2	PACRGL	4	4	20268881	20727285	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000504154	ENST00000471979	out-of-frame	[]	[]
CREBBP	TRAP1	16	16	3850297	3679790	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000262367	ENST00000246957	in-frame	['Cancer', 'Tumour Suppressor']	[]
RIF1	OLA1	2	2	151420379	174246815	+	-	+	-	inversion	CDS/splice-site	CDS/splice-site	ENST00000444746	ENST00000284719	in-frame	[]	[]
UBE2O	AL133331.1	17	20	76452725	12938033	-	+	-	+	translocation	CDS/splice-site	exon/splice-site	ENST00000319380	ENST00000651029	out-of-frame	[]	[]
LMLN	AC022424.1	3	5	197976715	5142371	+	-	+	-	translocation	CDS/splice-site	exon/splice-site	ENST00000330198	ENST00000514848	out-of-frame	[]	[]
ZC3H15	MBD5	2	2	186486457	148458203	+	+	+	+	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000337859	ENST00000407073	out-of-frame	[]	[]
ARID3B	CCDC33	15	15	74544488	74330189	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000622429	ENST00000398814	in-frame	[]	[]
ESR1	CCDC170	6	6	151808364	151615443	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000440973	ENST00000239374	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
GORASP2	WDSUB1	2	2	170929403	159283093	+	-	+	-	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000444801	ENST00000359774	in-frame	[]	[]
NFYC	PCBP3	1	21	40691867	45735392	+	+	+	+	translocation	5'UTR/splice-site	5'UTR/splice-site	ENST00000447388	ENST00000400314	.	[]	[]
ESR1	CCDC170	6	6	151809271	151615443	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000427531	ENST00000239374	.	['Cancer', 'Tumour Suppressor']	[]
NFYC	MACF1	1	1	40691867	39231182	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000424419	ENST00000361689	.	[]	[]
FOXJ3	GSTA4	1	6	42311050	52994261	-	-	-	-	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000361346	ENST00000370963	out-of-frame	[]	[]
FOXJ3	GSTA4	1	6	42311050	52985583	-	-	-	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000361346	ENST00000370963	out-of-frame	[]	[]
PPP2R2A	BNIP3L	8	8	26293740	26408000	+	+	+	+	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000380737	ENST00000520077	in-frame	[]	[]
ANKH	TERT	5	5	14871352	1282624	-	-	-	-	deletion	CDS/splice-site	CDS/splice-site	ENST00000284268	ENST00000310581	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
MYO9B	CPAMD8	19	19	17075874	16921986	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000595618	ENST00000651564	.	[]	[]
MAP2K2	SH3GL1	19	19	4117419	4366994	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000262948	ENST00000269886	in-frame	['Actionable', 'Kinases', 'Cancer']	['Cancer']
PPFIBP1	SMCO2	12	12	27524365	27474786	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000537927	ENST00000298876	.	['Cancer']	[]
SPTLC1	ROR2	9	9	92049960	91775818	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000262554	ENST00000375708	out-of-frame	[]	['Kinases']
CREBBP	NLRC3	16	16	3879832	3561788	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000262367	ENST00000359128	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
BSDC1	WNK1	1	12	32376262	813642	-	+	-	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000455895	ENST00000315939	out-of-frame	[]	['Kinases']
EWSR1	PACSIN2	22	22	29292606	42912157	+	-	+	-	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000629659	ENST00000263246	out-of-frame	['Cancer']	[]
RHBDD3	EWSR1	22	22	29265479	29296239	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000216085	ENST00000629659	out-of-frame	[]	['Cancer']
CXXC1	DCC	18	18	50287587	53063305	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000285106	ENST00000442544	out-of-frame	[]	['Cancer']
CHD8	TOX4	14	14	21426128	21495229	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000646647	ENST00000613569	in-frame	[]	[]
GAS6	TMEM255B	13	13	113863575	113766115	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000327773	ENST00000375353	out-of-frame	[]	[]
SULF1	CSMD1	8	8	69501968	3586260	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000419716	ENST00000635120	.	[]	[]
GPI	PARVG	19	22	34396657	44192049	+	+	+	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000415930	ENST00000422871	in-frame	[]	[]
AC011451.3	ZNF274	19	19	9385260	58206720	-	+	-	+	inversion	exon/splice-site	CDS/splice-site	ENST00000634951	ENST00000617501	.	[]	[]
LSM12	RYK	17	3	44063801	134159373	-	-	-	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000591247	ENST00000623711	in-frame	[]	['Kinases']
LYPD6	LYPD6B	2	2	149330722	149205253	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000334166	ENST00000409642	.	[]	[]
ESYT2	NCAPG2	7	7	158829089	158631717	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000251527	ENST00000356309	out-of-frame	[]	[]
PUM1	LAPTM5	1	1	31005853	30742549	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000426105	ENST00000294507	in-frame	[]	[]
DYNC1LI2	TERB1	16	16	66723755	66796830	-	-	-	-	duplication	CDS	5'UTR/splice-site	ENST00000258198	ENST00000433154	out-of-frame	[]	[]
INTS4	GRIK5	11	19	77981459	42059527	-	-	-	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000433818	ENST00000593562	in-frame	['Cancer']	[]
LINC-PINT	PODXL	7	7	131052425	131511433	-	-	-	-	duplication	exon/splice-site	CDS/splice-site	ENST00000647388	ENST00000378555	.	[]	[]
GOLGA8A	KATNBL1	15	15	34404917	34163690	-	-	-	-	deletion/read-through	exon/splice-site	5'UTR/splice-site	ENST00000473125	ENST00000256544	.	[]	[]
B3GNT2	EHBP1	2	2	62196355	62859169	+	+	+	+	deletion	5'UTR/splice-site	CDS/splice-site	ENST00000301998	ENST00000405015	.	[]	[]
UBE2H	ZC3HC1	7	7	129951278	130049144	-	-	-	-	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000496698	ENST00000311873	.	[]	[]
ZNF146	AC092296.1	19	19	36228819	36378440	+	+	+	+	deletion/read-through	5'UTR/splice-site	exon/splice-site	ENST00000443387	ENST00000587018	.	[]	[]
BRD4	ILVBL	19	19	15332290	15125069	-	-	-	-	deletion/read-through	5'UTR/splice-site	5'UTR/splice-site	ENST00000360016	ENST00000263383	.	['Kinases', 'Cancer']	[]
ETV6	TBL1XR1	12	3	11752579	177098541	+	-	+	-	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000396373	ENST00000457928	out-of-frame	['Druggable', 'Cancer', 'Tumour Suppressor']	['Cancer', 'Tumour Suppressor']
ETV6	TBL1XR1	12	3	11752579	177065022	+	-	+	-	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000396373	ENST00000457928	out-of-frame	['Druggable', 'Cancer', 'Tumour Suppressor']	['Cancer', 'Tumour Suppressor']
RAB40C	TPST1	16	7	590433	66352505	+	+	+	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000248139	ENST00000304842	out-of-frame	[]	[]
GLIS3	CDC37L1-DT	9	9	4117768	4676749	-	-	-	-	duplication	CDS/splice-site	exon/splice-site	ENST00000381971	ENST00000609131	out-of-frame	[]	[]
SRPK2	PUS7	7	7	105388648	105470848	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000393651	ENST00000481939	out-of-frame	['Kinases']	[]
SRPK2	PUS7	7	7	105388648	105468463	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000393651	ENST00000481939	in-frame	['Kinases']	[]
FXR1	SOX2-OT	3	3	180912736	181563720	+	+	+	+	deletion	CDS/splice-site	exon/splice-site	ENST00000357559	ENST00000643236	out-of-frame	[]	[]
SYNCRIP	SNX14	6	6	85612832	85543760	-	-	-	-	deletion/read-through	3'UTR	CDS/splice-site	ENST00000678528	ENST00000346348	stop-codon	[]	[]
DNAJC24	DCDC1	11	11	31370859	31335564	+	-	+	-	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000465995	ENST00000342355	out-of-frame	[]	[]
SIN3B	AC092329.4	19	19	16854261	23270292	+	-	+	-	inversion	CDS/splice-site	exon/splice-site	ENST00000248054	ENST00000639997	out-of-frame	[]	[]
GATAD2A	EPS15L1	19	19	19427992	16442219	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000404158	ENST00000455140	.	[]	[]
CTCF	NFATC3	16	16	67629533	68121987	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000646076	ENST00000346183	in-frame	['Cancer', 'Tumour Suppressor']	[]
PCMT1	RAET1E-AS1	6	6	149773169	149885585	+	+	+	+	deletion/read-through	CDS/splice-site	exon/splice-site	ENST00000367384	ENST00000605899	out-of-frame	[]	[]
PCMT1	RAET1E-AS1	6	6	149773169	149919187	+	+	+	+	deletion/read-through	CDS/splice-site	exon/splice-site	ENST00000367384	ENST00000605899	out-of-frame	[]	[]
KANSL1	NSF	17	17	46192419	46624244	-	+	-	+	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000262419	ENST00000398238	.	[]	[]
CP	CPHL1P	3	3	149198367	149257589	-	-	-	-	duplication	CDS/splice-site	exon/splice-site	ENST00000481169	ENST00000461341	out-of-frame	[]	[]
SIN3B	AC092329.3	19	19	16854261	23270292	+	-	+	-	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000248054	ENST00000611392	out-of-frame	[]	[]
SIN3B	AC092329.1	19	19	16854261	23270292	+	-	+	-	inversion	CDS/splice-site	exon/splice-site	ENST00000248054	ENST00000594653	out-of-frame	[]	[]
SIN3B	AC092329.4	19	19	16854261	23270292	+	-	+	-	inversion	CDS/splice-site	exon/splice-site	ENST00000248054	ENST00000639997	stop-codon	[]	[]
PCMT1	RAET1E-AS1	6	6	149773169	149919187	+	+	+	+	deletion/read-through	CDS/splice-site	exon/splice-site	ENST00000367384	ENST00000606915	out-of-frame	[]	[]
KANSL1	NSF	17	17	46192823	46624244	-	+	-	+	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000432791	ENST00000398238	.	[]	[]
KANSL1	NSF	17	17	46223671	46624244	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000574590	ENST00000398238	.	[]	[]
GATAD2A	EPS15L1	19	19	19386138	16442219	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000494516	ENST00000602151	.	[]	[]
ZNF527	CYP4F8	19	19	37371226	15615616	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000589615	ENST00000617645	.	[]	[]
ARID3B	CCDC33	15	15	74544488	74330189	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000622429	ENST00000560565	out-of-frame	[]	[]
BICD1	PRRT3	12	3	32107544	9950172	+	-	+	-	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000652176	ENST00000412055	out-of-frame	[]	[]
GATAD2A	EPS15L1	19	19	19406019	16442219	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000457895	ENST00000455140	.	[]	[]
ELL	PEPD	19	19	18521921	33512776	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000594635	ENST00000244137	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
GATAD2A	EPS15L1	19	19	19386138	16442219	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000360315	ENST00000455140	.	[]	[]
KDM4C	SH3GL2	9	9	6888063	17747066	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000381309	ENST00000380607	in-frame	[]	[]
GATAD2A	EPS15L1	19	19	19436219	16442219	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000494516	ENST00000455140	.	[]	[]
CD9	MRPS35	12	12	6200565	27735447	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000610354	ENST00000081029	in-frame	[]	[]
ZNF726	BRD4	19	19	23920082	15263548	+	-	+	-	inversion	CDS/splice-site	CDS/splice-site	ENST00000334589	ENST00000360016	out-of-frame	[]	['Kinases', 'Cancer']
HECTD4	AL591888.1	12	1	112243353	105059371	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000377560	.	out-of-frame	[]	[]
INTS13	AC092862.1	12	12	26922616	21999656	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000261191	.	out-of-frame	[]	[]
INTS13	ABCC9	12	12	26922616	21999656	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000261191	.	out-of-frame	[]	[]
LYPD2	SLURP2	8	8	142752394	142765140	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000359228	ENST00000317543	in-frame	[]	[]
HECTD4	CDK4P1	12	1	112243353	105059371	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000377560	.	out-of-frame	[]	[]
STAG1	ABCC9	3	12	136752195	21852505	-	-	-	-	translocation	5'UTR/splice-site	CDS/splice-site	ENST00000383202	ENST00000261200	.	['Cancer', 'Tumour Suppressor']	[]
RNF41	ANKRD52	12	12	56221760	56245596	-	-	-	-	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000345093	ENST00000267116	.	[]	[]
UBE2G1	BAGE2	17	21	4366271	10454134	-	+	-	+	translocation	CDS/splice-site	exon/splice-site	ENST00000574633	ENST00000470054	out-of-frame	[]	[]
RAPGEF5	STEAP1B	7	7	22356830	22419836	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000665637	ENST00000678116	in-frame	[]	[]
AKAP12	MTHFD1L	6	6	151325885	151034493	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000354675	ENST00000611279	out-of-frame	[]	[]
KCNB2	ACTR3	8	2	72871771	113957808	+	+	+	+	translocation	intron	3'UTR	.	ENST00000263238	.	[]	[]
NOTCH3	COMP	19	19	15159904	18829240	-	-	-	.	duplication	3'UTR	intergenic	ENST00000263388	.	.	[]	[]
NOTCH3	UPF1	19	19	15159904	18829240	-	-	-	.	duplication	3'UTR	intergenic	ENST00000263388	.	.	[]	[]
FP236383.3	SLCO3A1	21	15	8436781	91880102	+	+	+	+	translocation	intron	intron	.	.	.	[]	[]
PLPP1	WDR70	5	5	55534572	37605064	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000264775	ENST00000265107	out-of-frame	[]	[]
PSPC1	TERT	13	5	19730239	1282624	-	-	-	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000471658	ENST00000310581	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
FRYL	TEC	4	4	48684673	48228659	-	-	-	-	deletion	5'UTR/splice-site	5'UTR/splice-site	ENST00000358350	ENST00000381501	.	['Cancer']	['Kinases', 'Cancer']
UBE2G1	KMT2C	17	7	4366271	152273867	-	-	-	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000396981	ENST00000262189	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
BRD4	NOTCH3	19	19	15332290	15197578	-	-	-	-	deletion/read-through	5'UTR/splice-site	CDS/splice-site	ENST00000360016	ENST00000263388	.	['Kinases', 'Cancer']	[]
STAG1	ABCC9	3	12	136752195	21852505	-	-	-	-	translocation	5'UTR/splice-site	CDS/splice-site	ENST00000434713	ENST00000261200	.	['Cancer', 'Tumour Suppressor']	[]
DGKZ	CREB3L1	11	11	46347820	46299935	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000456247	ENST00000621158	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
CLMP	SCAT8	11	6	123194913	63821240	-	+	-	+	translocation	CDS/splice-site	exon/splice-site	ENST00000448775	ENST00000429530	out-of-frame	[]	[]
DGKZ	CREB3L1	11	11	46347820	46299935	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000527911	ENST00000621158	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
WDR49	PDCD10	3	3	167575918	167664448	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000479765	.	out-of-frame	[]	[]
